lon_84,lat_84,name,type
116.7060731,23.40631724,汕头众之力木制品加工厂,gongchang
116.6713175,23.39000921,腾飞工艺,gongchang
116.6949546,23.36499547,汕头市福利家具厂,gongchang
116.6734028,23.37074389,汕头市锦鸿模具有限公司,gongchang
116.6384982,23.39207847,汕头市金平区松田机械厂,gongchang
116.6888885,23.41359098,汕头市华盛彩钢夹芯板厂,gongchang
116.6883281,23.42222071,汕头市金平区广汕模具厂,gongchang
116.6848263,23.38552084,汕头市金平区大江机械厂,gongchang
116.6842786,23.41587781,佘振合珠饰厂,gongchang
116.6843227,23.39707271,广东省汕头市龙锋模具厂,gongchang
116.6868297,23.40353816,汕头市金平区友创机械厂,gongchang
116.6712274,23.39466256,汕头市崎碌电器有限公司,gongchang
116.6429828,23.41195989,汕头市金平区润源机械厂,gongchang
116.6931896,23.36065628,汕头聿怀仪器设备厂,gongchang
116.6644593,23.36570201,汕头造船厂,gongchang
116.6998274,23.40005825,汕头开旺智能工程设备厂,gongchang
116.6609731,23.40291377,汕头市沪汕裕华粘胶制品厂,gongchang
116.6752683,23.41924001,汕头市金平区焕然机械厂,gongchang
116.6944919,23.42119843,广东嵩泰仓储设备有限公司,gongchang
116.6774939,23.43785337,汕头市和佳模具有限公司,gongchang
116.6523837,23.39082585,汕头市汇景包装材料厂,gongchang
116.6774076,23.39834523,汕头市新卓越机械有限公司,gongchang
116.6855734,23.42058381,嘉艺红木厂,gongchang
116.5879888,23.4218535,广东誉佳兴科技有限公司,gongchang
116.5880098,23.4218905,汕头市聚能科技有限公司,gongchang
116.6802896,23.43360469,汕头市金翔包装材料有限公司,gongchang
116.6864077,23.40257006,广东恒展智能科技有限公司,gongchang
116.6925932,23.40087567,汕头市国平鸿盛塑料制品厂,gongchang
116.6413886,23.40332489,汕头市金平区宏固标准件厂,gongchang
116.7002806,23.39896275,汕头市河兴五金加工厂,gongchang
116.6849116,23.37824305,汕头市环保净化设备加工厂,gongchang
116.6924343,23.38920294,汕头市金平区卡衣娜服装厂,gongchang
116.7054503,23.39028879,广东省汕头市东华包装食品机械厂,gongchang
116.6827381,23.41633353,汕头市长宏机械设备有限公司,gongchang
116.668142,23.40630854,英焙可(广东)食品有限公司,gongchang
116.6826103,23.41788554,汕头市金平区新铭兴机械厂,gongchang
116.6602255,23.39386471,汕头市博锐五金实业有限公司,gongchang
116.6843026,23.43141663,汕头市潮津味食品有限公司,gongchang
116.6699707,23.39050269,汕头市集华纺织工艺厂,gongchang
116.6851308,23.39815007,汕头市金平区清源五金加工场,gongchang
116.640753,23.40252307,汕头市金平区正鑫包装材料厂,gongchang
116.6378583,23.39491198,汕头市金平区南墩茂隆机械厂,gongchang
116.6910729,23.36351623,地方国营汕头瓷黑花纸印刷厂,gongchang
116.6850847,23.3870491,汕头市辉宏装饰工程有限公司,gongchang
116.6710721,23.43682166,汕头市金品塑胶实业有限公司,gongchang
116.6751062,23.38050575,汕头市泽辰机械设备有限公司,gongchang
116.6879113,23.40272039,汕头市鼎烨塑料包装有限公司,gongchang
116.6871133,23.39878044,汕头市金平区峻耀机电设备厂,gongchang
116.6836873,23.39598204,汕头市金平区玒兴五金机械厂,gongchang
116.6850837,23.3870511,汕头市起航金属制品有限公司,gongchang
116.6944005,23.38414361,汕头市金平区奋达塑料机械厂,gongchang
116.6881732,23.3951382,汕头市拓诚模具制造有限公司,gongchang
116.6891047,23.40232437,汕头市金平区银辉五金加工厂,gongchang
116.696893,23.43588964,汕头市浩欣自动化设备有限公司,gongchang
116.6914036,23.4031593,汕头市金平区光炜纸塑包装厂,gongchang
116.6990018,23.40390688,汕头胜艺工艺玻璃厂(码头路),gongchang
116.7017329,23.39701291,汕头市金平区新生超声设备厂,gongchang
116.6973527,23.39497694,广东卡莉思包装科技有限公司,gongchang
116.687475,23.40642156,汕头市金平区技佳塑胶模具厂,gongchang
116.6600412,23.41957099,汕头市金平区鮀彬塑料制品厂,gongchang
116.6968647,23.39414885,广东雄惠扬光森林废纸打包厂,gongchang
116.6975909,23.41451043,汕头市金平区盛恒钣金加工厂,gongchang
116.6850199,23.40148271,汕头市晨晖包装制品有限公司,gongchang
116.6956053,23.41013525,汕头市一能机械科技有限公司,gongchang
116.660624,23.40263248,汕头市潮澄环保设备有限公司,gongchang
116.6719217,23.42622939,汕头市金平区凯佳钢化玻璃厂,gongchang
116.6688881,23.37750717,汕头市金平区元兴五金电镀厂,gongchang
